,district,ward,coordinates,kind,Legal,surface,floor,bedRoom,bathRoom,environment,utility,price
6345,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",238.0,,,,"Trường học,Bệnh viện,Giao thông công cộng ,","Đầy đủ nội thất,Phòng tập gym ,",189075630.252
6346,Quận 10,Phường 08,"[10.76609, 106.66681]",Nhà phố,"[1, 0, 0]",45.0,5.0,,,,,188888888.889
6347,Quận 11,Phường 01,"[10.75616, 106.65373]",Nhà phố,"[1, 0, 0]",54.0,4.0,,,,,81481481.4815
6348,Quận 5,Phường 07,"[10.76077, 106.66167]",Nhà phố,"[1, 0, 0]",116.0,,,,,,205172413.793
6349,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",44.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",195454545.455
6350,Quận 3,Phường 03,"[10.77057, 106.6783]",Nhà phố,"[1, 0, 0]",35.0,4.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",208571428.571
6351,Quận Tân Phú,Phường Tân Sơn Nhì,"[10.79847, 106.62961]",Nhà phố,"[1, 0, 0]",64.0,,,,,,150000000.0
6352,Quận Tân Phú,Phường Tân Thành,"[10.79148, 106.63456]",Nhà phố,"[1, 0, 0]",29.0,,,,,,96551724.1379
6353,Quận 3,Phường 02,"[10.76922, 106.68226]",Nhà phố,"[1, 0, 0]",33.0,3.0,3.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",221212121.212
6354,Quận 10,Phường 15,"[10.76981, 106.65732]",Nhà phố,"[1, 0, 0]",68.0,,,,,,116176470.588
6355,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,"[1, 0, 0]",168.0,,,,,,196428571.429
6356,Quận 3,Phường 02,"[10.76922, 106.68226]",Nhà phố,"[1, 0, 0]",44.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",227272727.273
6357,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",64.0,,,,,,67187500.0
6358,Quận 1,Phường Phạm Ngũ Lão,"[10.7674, 106.69221]",Nhà phố,"[1, 0, 0]",69.0,,,,,,284057971.014
6359,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",79.0,,,,,,318987341.772
6360,Huyện Nhà Bè,Thị Trấn Nhà Bè,"[10.69329, 106.74142]",Nhà phố,"[1, 0, 0]",50.0,2.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Đầy đủ nội thất,Wifi,Phòng tập gym ,",110000000.0
6361,Quận 3,Phường 08,"[10.78774, 106.68727]",Nhà phố,"[1, 0, 0]",88.0,,,,"Công viên ,",,250000000.0
6362,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",64.0,2.0,5.0,,,,117187500.0
6363,Quận Tân Phú,Phường Tân Thới Hoà,"[10.76485, 106.63097]",Nhà phố,"[1, 0, 0]",113.0,1.0,2.0,,"Giao thông công cộng,Khu an ninh ,","Ban công / Sân thượng ,",42477876.1062
6364,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",40.0,2.0,4.0,,"Giao thông công cộng,Khu an ninh ,",,147500000.0
6365,Quận 9,Phường Phước Long B,"[10.82127, 106.77212]",Nhà phố,"[1, 0, 0]",51.0,1.0,,,"Trường học,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Ban công / Sân thượng ,",186274509.804
6366,Quận 1,Phường Bến Nghé,"[10.77887, 106.69893]",Nhà phố,"[1, 0, 0]",76.0,,,,,,328947368.421
6367,Quận Tân Phú,Phường Sơn Kỳ,"[10.80508, 106.61903]",Nhà phố,"[1, 0, 0]",40.0,1.0,2.0,,"Giao thông công cộng,Khu an ninh ,",,55000000.0
6368,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",111.0,,,,,,288288288.288
6369,Quận Tân Bình,Phường 12,"[10.80121, 106.65062]",Nhà phố,"[1, 0, 0]",108.0,,2.0,,"Giao thông công cộng,Khu an ninh ,",,54629629.6296
6370,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",96.0,,,,,,208333333.333
6371,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",186.0,,,,,,139784946.237
6372,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",68.0,1.0,,,,,233823529.412
6373,Quận 3,Phường 01,"[10.75423, 106.67891]",Nhà phố,"[1, 0, 0]",290.0,,,,,,144827586.207
6374,Quận 3,Phường 13,"[10.74595, 106.65688]",Nhà phố,"[1, 0, 0]",125.0,,,,,,108000000.0
6375,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,,180.0,5.0,,,,,141666666.667
6376,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",93.0,,,,,,258064516.129
6377,Quận 9,Phường Tăng Nhơn Phú B,"[10.83421, 106.77679]",Nhà phố,"[1, 0, 0]",65.0,1.0,,,"Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,38461538.4615
6378,Quận 3,Phường 06,"[10.78024, 106.6907]",Biệt thự/ Villa,"[1, 0, 0]",209.0,,,,,,200956937.799
6379,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,,56.0,2.0,4.0,4.0,"Trường học,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Phòng tập gym ,",39285714.2857
6380,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,,56.0,2.0,4.0,4.0,"Trường học,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Phòng tập gym ,",39285714.2857
6381,Quận 5,Phường 01,"[10.75413, 106.67917]",Nhà phố,,49.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Phòng tập gym ,",173469387.755
6382,Quận 10,Phường 10,"[10.76851, 106.67041]",Nhà phố,,52.0,3.0,4.0,,,,140384615.385
6383,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",88.0,,,,,,403409090.909
6384,Quận 3,Phường 09,"[10.78236, 106.67903]",Nhà phố,"[1, 0, 0]",251.0,,,,,,123505976.096
6385,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",270.0,,,,,,118518518.519
6386,Quận 3,Phường 07,"[10.78411, 106.68729]",Nhà phố,"[1, 0, 0]",149.0,,,,"Giao thông công cộng,Khu an ninh ,",,147651006.711
6387,Huyện Bình Chánh,Xã Vĩnh Lộc B,"[10.79035, 106.56436]",Nhà phố,,57.0,1.0,2.0,2.0,,,43859649.1228
6388,Quận 9,Phường Phú Hữu,"[10.79757, 106.80281]",Biệt thự/ Villa,"[1, 0, 0]",75.0,2.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",42666666.6667
6389,Quận 1,Phường Phạm Ngũ Lão,"[10.7674, 106.69221]",Nhà phố,"[1, 0, 0]",160.0,,,,,"Điều hòa,Wifi ,",187500000.0
6390,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",280.0,3.0,4.0,4.0,,,15357142.8571
6391,Quận 1,Phường Bến Nghé,"[10.77888, 106.705]",Nhà phố,"[1, 0, 0]",67.0,,,,,,567164179.104
6392,Quận 9,Phường Phú Hữu,"[10.79757, 106.80281]",Biệt thự/ Villa,"[1, 0, 0]",161.0,2.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",34782608.6957
6393,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,"[1, 0, 0]",108.0,,,,,"Điều hòa,Internet cáp quang,Wifi ,",277777777.778
6394,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",200.0,,,,"Giao thông công cộng,Công viên,Khu an ninh ,",,185000000.0
6395,Huyện Bình Chánh,Xã Phạm Văn Hai,"[10.81827, 106.53669]",Nhà phố,"[1, 0, 0]",72.0,,,2.0,,,8750000.0
6396,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",108.0,,,,,,296296296.296
6397,Quận 3,Phường 07,"[10.78411, 106.68729]",Nhà phố,"[1, 0, 0]",162.0,,,,,"Điều hòa,Internet cáp quang,Phòng tập gym ,",138888888.889
6398,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",192.0,,,,"Trường học,Bệnh viện,Giao thông công cộng,Công viên ,","Phòng tập gym ,",156250000.0
6399,Quận 10,Phường 05,"[10.76168, 106.66589]",Nhà phố,"[1, 0, 0]",64.0,,,,,,184375000.0
6400,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",80.0,,,,,,225000000.0
6401,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",216.0,,,,,"Đầy đủ nội thất,Phòng tập gym ,",129629629.63
6402,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",140.0,,,,"Trường học ,","Đầy đủ nội thất,Phòng tập gym ,",142857142.857
6403,Quận 3,Phường 13,"[10.74595, 106.65688]",Nhà phố,"[1, 0, 0]",450.0,,,,"Công viên,Khu an ninh ,",,84444444.4444
6404,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",100.0,,,,,,290000000.0
6405,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",221.0,,,,"Trường học,Giao thông công cộng,Công viên,Khu an ninh ,",,158371040.724
6406,Quận 3,Phường 08,"[10.78774, 106.68727]",Nhà phố,"[1, 0, 0]",100.0,,,,"Giao thông công cộng,Công viên,Khu an ninh ,",,240000000.0
6407,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",60.0,,,,,,400000000.0
6408,Quận Tân Bình,Phường 11,"[10.80147, 106.6526]",Nhà phố,"[1, 0, 0]",192.0,,,,,,119791666.667
6409,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,"[1, 0, 0]",108.0,,,,"Giao thông công cộng ,","Điều hòa,Internet cáp quang ,",277777777.778
6410,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",109.0,,,,,"Đầy đủ nội thất,Phòng tập gym ,",174311926.606
6411,Quận 1,Phường Cô Giang,"[10.76407, 106.69388]",Nhà phố,"[1, 0, 0]",43.0,,,,,,313953488.372
6412,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,"[0, 0, 1]",104.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Công viên,Khu an ninh ,",,47115384.6154
6413,Huyện Bình Chánh,Xã Phạm Văn Hai,"[10.81827, 106.53669]",Nhà phố,"[1, 0, 0]",72.0,,,,,,6250000.0
6414,Huyện Bình Chánh,Xã Phạm Văn Hai,"[10.81827, 106.53669]",Nhà phố,"[1, 0, 0]",72.0,,,,,,7777777.77778
6415,Huyện Bình Chánh,Xã Phạm Văn Hai,"[10.81827, 106.53669]",Nhà phố,"[1, 0, 0]",72.0,,,,,,12500000.0
6416,Quận 11,Phường 06,"[10.75969, 106.65636]",Nhà phố,"[0, 0, 1]",110.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Công viên,Khu an ninh ,",,8927272.72727
