,district,ward,coordinates,kind,Legal,surface,floor,bedRoom,bathRoom,environment,utility,price
12889,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",71.0,,,,,,133802816.901
12890,Quận 5,Phường 10,"[10.75151, 106.66546]",Nhà phố,"[1, 0, 0]",72.0,,,,,,208333333.333
12891,Quận 10,Phường 08,"[10.76609, 106.66681]",Nhà phố,"[1, 0, 0]",64.0,,,,,,257812500.0
12892,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[0, 1, 0]",71.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,133802816.901
12893,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[0, 1, 0]",72.0,,,,"Trường học,Siêu thị,Giao thông công cộng,Công viên,Khu an ninh ,",,173611111.111
12894,Quận 3,Phường 02,"[10.76922, 106.68226]",Nhà phố,"[1, 0, 0]",48.0,3.0,6.0,6.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần nhà thờ,Công viên,Khu an ninh ,","Ban công / Sân thượng,Đầy đủ nội thất ,",258333333.333
12895,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,,56.0,1.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Đầy đủ nội thất ,",100000000.0
12896,Quận Tân Bình,Phường 14,"[10.79433, 106.63974]",Nhà phố,"[1, 0, 0]",71.0,0.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Đầy đủ nội thất ,",60563380.2817
12897,Quận Tân Bình,Phường 14,"[10.79433, 106.63974]",Nhà phố,"[1, 0, 0]",66.0,3.0,5.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Đầy đủ nội thất ,",106060606.061
12898,Quận 3,Phường 04,"[10.77535, 106.68478]",Nhà phố,"[1, 0, 0]",112.0,,,,,,160714285.714
12899,Quận 1,Phường Bến Nghé,"[10.77887, 106.69893]",Nhà phố,"[0, 1, 0]",66.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,181818181.818
12900,Quận 3,Phường 04,"[10.77535, 106.68478]",Nhà phố,"[0, 1, 0]",72.0,,,,,,97222222.2222
12901,Quận 1,Phường Bến Nghé,"[10.77887, 106.69893]",Nhà phố,"[0, 1, 0]",66.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,181818181.818
12902,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[0, 1, 0]",40.0,2.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,127500000.0
12903,Quận 3,Phường 02,"[10.76922, 106.68226]",Nhà phố,"[0, 1, 0]",44.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,272727272.727
12904,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,,56.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,148214285.714
12905,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[0, 1, 0]",64.0,4.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,257812500.0
12906,Quận 12,Phường Tân Chánh Hiệp,"[10.86351, 106.62625]",Nhà phố,"[1, 0, 0]",50.0,1.0,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Đầy đủ nội thất,Wifi ,",22000000.0
12907,Quận 3,Phường 02,"[10.76922, 106.68226]",Nhà phố,"[0, 1, 0]",45.0,3.0,,0.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,266666666.667
12908,Huyện Hóc Môn,Xã Bà Ðiểm,"[10.84183, 106.5958]",Nhà phố,"[1, 0, 0]",160.0,,,,,,39375000.0
12909,Huyện Hóc Môn,Xã Xuân Thới Sơn,"[10.87796, 106.55887]",Nhà phố,"[1, 0, 0]",68.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Wifi,Sân vườn ,",9117647.05882
12910,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[0, 1, 0]",50.0,2.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,124000000.0
12911,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[0, 1, 0]",105.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,71428571.4286
12912,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",80.0,,,,,,168750000.0
12913,Huyện Nhà Bè,Xã Nhơn Ðức,"[10.67139, 106.7037]",Nhà phố,"[1, 0, 0]",49.0,1.0,2.0,1.0,,,15306122.449
12914,Quận 3,Phường 07,"[10.78411, 106.68729]",Nhà phố,"[1, 0, 0]",67.0,,,,,,194029850.746
12915,Quận Bình Tân,Phường Tân Tạo A,"[10.7517, 106.56463]",Nhà phố,"[1, 0, 0]",60.0,2.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Hồ bơi,Ban công / Sân thượng,Sân vườn ,",50000000.0
12916,Quận 7,Phường Tân Thuận Tây,"[10.75061, 106.72149]",Nhà phố,"[1, 0, 0]",53.0,,,,,,84905660.3774
12917,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,"[1, 0, 0]",48.0,2.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",20833333.3333
12918,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,"[1, 0, 0]",60.0,2.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",15000000.0
12919,Huyện Nhà Bè,Xã Phước Lộc,"[10.69806, 106.68727]",Nhà phố,"[1, 0, 0]",105.0,3.0,4.0,3.0,,,11428571.4286
12920,Quận 3,Phường 08,"[10.78774, 106.68727]",Nhà phố,"[1, 0, 0]",10.0,3.0,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Wifi ,",280000000.0
12921,Huyện Nhà Bè,Xã Phước Kiểng,"[10.70289, 106.70856]",Nhà phố,"[1, 0, 0]",160.0,,,,,,65625000.0
12922,Huyện Bình Chánh,Xã Vĩnh Lộc B,"[10.79035, 106.56436]",Nhà phố,"[1, 0, 0]",52.0,2.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",48076923.0769
12923,Huyện Nhà Bè,Xã Phước Kiển,"[10.70082, 106.70413]",Nhà phố,"[1, 0, 0]",125.0,3.0,4.0,3.0,,,14400000.0
12924,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,"[1, 0, 0]",121.0,,,,,,123966942.149
12925,Quận Tân Phú,Phường Phú Thọ Hoà,"[10.78699, 106.62414]",Nhà phố,"[1, 0, 0]",157.0,,,,,,81528662.4204
12926,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[1, 0, 0]",48.0,,,,,,135416666.667
12927,Quận 9,Phường Phú Hữu,"[10.79757, 106.80281]",Nhà phố,"[1, 0, 0]",176.0,4.0,4.0,3.0,"Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Khu an ninh ,","Ban công / Sân thượng ,",31250000.0
12928,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.85404, 106.56561]",Nhà phố,"[1, 0, 0]",100.0,2.0,3.0,0.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",6000000.0
12929,Quận 12,Phường Thạnh Lộc,"[10.87822, 106.68548]",Nhà phố,"[1, 0, 0]",58.0,3.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi ,",41379310.3448
12930,Quận 12,Phường Thạnh Lộc,"[10.87822, 106.68548]",Nhà phố,"[1, 0, 0]",56.0,3.0,3.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi ,",30357142.8571
12931,Quận Gò Vấp,Phường 11,"[10.83903, 106.66008]",Nhà phố,"[1, 0, 0]",45.0,3.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Đầy đủ nội thất,Wifi ,",100000000.0
12932,Huyện Hóc Môn,Xã Xuân Thới Sơn,"[10.87796, 106.55887]",Nhà phố,"[1, 0, 0]",900.0,2.0,3.0,2.0,"Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",777777.777778
12933,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.85404, 106.56561]",Nhà phố,"[1, 0, 0]",90.0,2.0,3.0,2.0,"Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",10000000.0
12934,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.85404, 106.56561]",Nhà phố,"[1, 0, 0]",90.0,2.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,8888888.88889
12935,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.85404, 106.56561]",Nhà phố,"[1, 0, 0]",120.0,2.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",8333333.33333
12936,Huyện Hóc Môn,Xã Xuân Thới Sơn,"[10.87796, 106.55887]",Nhà phố,"[1, 0, 0]",90.0,2.0,3.0,2.0,"Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",7777777.77778
12937,Huyện Bình Chánh,Xã Bình Chánh,"[10.6925, 106.57796]",Nhà phố,"[1, 0, 0]",100.0,1.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,4600000.0
12938,Huyện Hóc Môn,Xã Xuân Thới Sơn,"[10.87796, 106.55887]",Nhà phố,"[1, 0, 0]",90.0,2.0,2.0,2.0,"Siêu thị,Bệnh viện,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",10888888.8889
12939,Huyện Bình Chánh,Xã Lê Minh Xuân,"[10.75473, 106.52789]",Nhà phố,"[1, 0, 0]",72.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Máy giặt,Đầy đủ nội thất ,",12083333.3333
12940,Quận Bình Tân,Phường An Lạc A,"[10.72449, 106.60186]",Nhà phố,"[1, 0, 0]",80.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Sân vườn,Phòng tập gym ,",35000000.0
12941,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",44.0,,,,,,77272727.2727
12942,Quận Gò Vấp,Phường 9,"[10.80595, 106.67603]",Nhà phố,"[1, 0, 0]",51.0,4.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Internet cáp quang ,",60784313.7255
12943,Quận 5,Phường 12,"[10.75707, 106.66164]",Nhà phố,"[1, 0, 0]",108.0,,,,,,168518518.519
12944,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[1, 0, 0]",41.0,,,,,,109756097.561
12945,Quận 5,Phường 02,"[10.76459, 106.67332]",Nhà phố,"[1, 0, 0]",63.0,,,,,,134920634.921
12946,Quận 5,Phường 11,"[10.75455, 106.66325]",Nhà phố,"[1, 0, 0]",64.0,,,,,,170312500.0
12947,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",60.0,4.0,4.0,4.0,,,96666666.6667
12948,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",84.0,6.0,6.0,6.0,,,202380952.381
12949,Huyện Hóc Môn,Xã Xuân Thới Thượng,"[10.85669, 106.58145]",Nhà phố,"[1, 0, 0]",85.0,,,,,,14117647.0588
12950,Quận Thủ Đức,Phường Linh Tây,"[10.85844, 106.75513]",Nhà phố,"[1, 0, 0]",68.0,3.0,4.0,6.0,,,82352941.1765
12951,Quận 10,Phường 08,"[10.76609, 106.66681]",Nhà phố,,69.0,3.0,,,,,268115942.029
12952,Quận Thủ Đức,Phường Hiệp Bình Chánh,"[10.82745, 106.72564]",Nhà phố,"[1, 0, 0]",68.0,3.0,5.0,6.0,,,116176470.588
12953,Quận 4,Phường 16,"[10.75527, 106.71287]",Khác,"[1, 0, 0]",140.0,,,,"Trường học,Siêu thị,Công viên ,",,57142857.1429
12954,Quận Tân Phú,Phường Phú Thọ Hoà,"[10.78544, 106.6288]",Nhà phố,"[1, 0, 0]",152.0,,,,,,78947368.4211
12955,Quận Tân Phú,Phường Phú Thọ Hoà,"[10.78544, 106.6288]",Nhà phố,"[1, 0, 0]",30.0,,,,,,256666666.667
12956,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",79.0,,,,,,44303797.4684
12957,Quận Tân Phú,Phường Tân Sơn Nhì,"[10.79847, 106.62961]",Nhà phố,"[1, 0, 0]",80.0,,,,,,82500000.0
12958,Quận 7,Phường Tân Thuận Ðông,"[10.75056, 106.73569]",Nhà phố,"[1, 0, 0]",73.0,,,,,,39726027.3973
12959,Huyện Hóc Môn,Xã Ðông Thạnh,"[10.90213, 106.64364]",Nhà phố,"[1, 0, 0]",39.0,,,,,,22820512.8205
12960,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,,160.0,5.0,20.0,,,,78125000.0
12961,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",90.0,4.0,6.0,,,,96666666.6667
12962,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",60.0,,,,,,68333333.3333
12963,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",100.0,2.0,,,,,53000000.0
12964,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",300.0,3.0,,,,,51666666.6667
12965,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",50.0,1.0,,,,,62000000.0
12966,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",55.0,2.0,,,,,63636363.6364
12967,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",101.0,1.0,,,,,51485148.5149
12968,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",90.0,,,,,,57777777.7778
12969,Quận 6,Phường 10,"[10.73628, 106.62848]",Nhà phố,"[1, 0, 0]",290.0,5.0,5.0,5.0,,,19310344.8276
12970,Quận Bình Tân,Phường Bình Trị Đông B,"[10.74278, 106.60917]",Nhà phố,"[1, 0, 0]",390.0,4.0,5.0,6.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",15384615.3846
12971,Quận 6,Phường 07,"[10.73835, 106.6388]",Nhà phố,"[1, 0, 0]",290.0,4.0,5.0,,"Trường học,Siêu thị,Bệnh viện,Công viên ,","Điều hòa,Máy giặt,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",31724137.931
12972,Quận Thủ Đức,Phường Hiệp Bình Chánh,"[10.82745, 106.72564]",Nhà phố,"[1, 0, 0]",55.0,3.0,4.0,3.0,,,45454545.4545
12973,Quận Tân Phú,Phường Phú Trung,"[10.77753, 106.64311]",Nhà phố,"[0, 1, 0]",138.0,1.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Ban công / Sân thượng,Sân vườn ,",25362318.8406
12974,Quận Bình Tân,Phường Bình Trị Đông A,"[10.76764, 106.59339]",Nhà phố,"[1, 0, 0]",55.0,1.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn ,",36363636.3636
12975,Quận Phú Nhuận,Phường 01,"[10.80005, 106.68121]",Nhà phố,"[1, 0, 0]",45.0,3.0,3.0,3.0,,,108888888.889
12976,Quận 7,Phường Tân Phú,"[10.72564, 106.72489]",Nhà phố,"[1, 0, 0]",59.0,,,,,,100000000.0
12977,Quận 5,Phường 01,"[10.75413, 106.67917]",Nhà phố,"[1, 0, 0]",63.0,,,,,,103174603.175
12978,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,,50.0,2.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Đầy đủ nội thất,Wifi ,",46000000.0
12979,Quận Bình Tân,Phường Bình Trị Đông A,"[10.76764, 106.59339]",Biệt thự/ Villa,"[1, 0, 0]",132.0,1.0,6.0,6.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",37878787.8788
12980,Quận Bình Thạnh,Phường 11,"[10.81494, 106.69231]",Nhà phố,"[1, 0, 0]",71.0,4.0,4.0,4.0,"Trường học,Siêu thị,Giao thông công cộng,Khu an ninh ,","Ban công / Sân thượng ,",73239436.6197
12981,Quận Gò Vấp,Phường 11,"[10.84041, 106.65448]",Nhà phố,"[1, 0, 0]",350.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,",,77142857.1429
12982,Quận Gò Vấp,Phường 8,"[10.78597, 106.65279]",Nhà phố,"[1, 0, 0]",243.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,",,90534979.4239
12983,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[1, 0, 0]",80.0,,,,,,197500000.0
12984,Quận Bình Thạnh,Phường 05,"[10.81172, 106.68735]",Nhà phố,"[1, 0, 0]",46.0,2.0,2.0,2.0,"Trường học,Siêu thị,Giao thông công cộng,Khu an ninh ,",,76086956.5217
12985,Quận 5,Phường 06,"[10.75208, 106.66795]",Nhà phố,"[1, 0, 0]",64.0,,,,,,187500000.0
12986,Quận Gò Vấp,Phường 12,"[10.83234, 106.64292]",Nhà phố,"[1, 0, 0]",200.0,3.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,62500000.0
12987,Quận Phú Nhuận,Phường 08,"[10.79914, 106.67671]",Nhà phố,"[1, 0, 0]",48.0,4.0,4.0,4.0,,,97916666.6667
12988,Quận 10,Phường 15,"[10.77739, 106.66484]",Nhà phố,"[1, 0, 0]",38.0,,,,,,197368421.053
12989,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",30.0,2.0,,,,,40000000.0
12990,Quận 5,Phường 02,"[10.76459, 106.67332]",Nhà phố,"[1, 0, 0]",85.0,,,,,,147058823.529
12991,Quận Gò Vấp,Phường 6,"[10.83834, 106.67126]",Nhà phố,"[1, 0, 0]",40.0,2.0,2.0,2.0,,,212500000.0
12992,Quận Tân Bình,Phường 10,"[10.79624, 106.67071]",Nhà phố,"[1, 0, 0]",48.0,,2.0,,"Giao thông công cộng,Khu an ninh ,",,83333333.3333
12993,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,,72.0,3.0,6.0,,,,163888888.889
12994,Quận Tân Phú,Phường Phú Thạnh,"[10.77984, 106.63111]",Nhà phố,"[1, 0, 0]",72.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Khu an ninh ,",,173611111.111
12995,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",580.0,6.0,22.0,10.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi ,",34482758.6207
12996,Quận Phú Nhuận,Phường 13,"[10.79182, 106.6712]",Nhà phố,"[1, 0, 0]",204.0,,,,,,137254901.961
12997,Quận 12,Phường Thạnh Xuân,"[10.87846, 106.67151]",Nhà phố,"[1, 0, 0]",50.0,2.0,3.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Internet cáp quang,Ban công / Sân thượng,Wifi ,",130000000.0
12998,Quận Tân Phú,Phường Phú Thạnh,"[10.77984, 106.63111]",Nhà phố,,42.0,1.0,2.0,0.0,,,59523809.5238
12999,Quận Tân Phú,Phường Tân Thành,"[10.79148, 106.63456]",Nhà phố,"[1, 0, 0]",75.0,,,,"Trường học,Giao thông công cộng,Khu an ninh ,",,69333333.3333
13000,Quận 7,Phường Phú Thuận,"[10.73016, 106.74742]",Nhà phố,"[1, 0, 0]",147.0,,,,,,87074829.932
13001,Quận 10,Phường 02,"[10.76457, 106.67325]",Nhà phố,"[1, 0, 0]",275.0,2.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",105454545.455
13002,Quận 1,Phường Nguyễn Thái Bình,"[10.76947, 106.7012]",Nhà phố,"[1, 0, 0]",82.0,1.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",341463414.634
13003,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",220.0,1.0,,,,"Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",240909090.909
13004,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,"[1, 0, 0]",42.0,,,,,,154761904.762
13005,Quận 12,Phường Hiệp Thành,"[10.88107, 106.63721]",Nhà phố,"[1, 0, 0]",200.0,,,,,,27500000.0
13006,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",68.0,,,,,,257352941.176
13007,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",64.0,,,,,,139062500.0
13008,Quận 1,Phường Nguyễn Thái Bình,"[10.76947, 106.7012]",Nhà phố,"[1, 0, 0]",20.0,1.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",1650000000.0
13009,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",54.0,,,,,,107407407.407
13010,Quận Phú Nhuận,Phường 02,"[10.79765, 106.68533]",Nhà phố,,192.0,3.0,,,,"Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",130208333.333
13011,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",66.0,,,,,,145454545.455
13012,Quận 10,Phường 15,"[10.76981, 106.65732]",Nhà phố,"[1, 0, 0]",95.0,,,,,,173684210.526
13013,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",68.0,,,,,,86764705.8824
13014,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,"[1, 0, 0]",34.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",220588235.294
13015,Quận 3,Phường 07,"[10.78411, 106.68729]",Nhà phố,"[1, 0, 0]",49.0,,,,,,93877551.0204
13016,Quận 1,Phường Cầu Ông Lãnh,"[10.7651, 106.69618]",Nhà phố,"[1, 0, 0]",60.0,,,,,,126666666.667
13017,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",56.0,,,,,,196428571.429
